t[s]	U[V]	I[A]	Piro[°C]	TC-K[°C]
 50,590	  4,315	  6,150	986,579	882,791
 50,600	  4,317	  6,148	986,971	882,791
 50,610	  4,322	  6,147	987,255	882,791
 50,620	  4,320	  6,136	986,997	882,791
 50,630	  4,322	  6,137	986,919	882,791
 50,640	  4,323	  6,141	986,590	882,791
 50,650	  4,321	  6,145	986,618	882,791
 50,660	  4,323	  6,151	986,851	882,791
 50,670	  4,325	  6,150	986,829	882,799
 50,680	  4,314	  6,150	986,786	882,815
 50,690	  4,318	  6,152	986,953	882,802
 50,700	  4,318	  6,153	987,100	882,791
 50,710	  4,321	  6,161	987,161	882,809
 50,720	  4,322	  6,162	987,184	882,815
 50,730	  4,319	  6,162	986,754	882,793
 50,740	  4,325	  6,158	986,701	882,791
 50,750	  4,322	  6,151	986,607	882,791
 50,760	  4,324	  6,151	986,671	882,791
 50,770	  4,320	  6,151	986,829	882,791
 50,780	  4,321	  6,150	986,825	882,803
 50,790	  4,319	  6,149	986,821	882,815
 50,800	  4,323	  6,141	986,684	882,799
 50,810	  4,320	  6,140	986,617	882,791
 50,820	  4,318	  6,148	986,883	882,791
 50,830	  4,318	  6,149	986,929	882,791
 50,840	  4,320	  6,151	986,979	882,791
 50,850	  4,322	  6,150	986,838	882,791
 50,860	  4,327	  6,149	986,392	882,791
 50,870	  4,322	  6,153	986,382	882,791
 50,880	  4,324	  6,155	986,368	882,791
 50,890	  4,322	  6,157	986,513	882,791
 50,900	  4,322	  6,157	986,602	882,791
 50,910	  4,317	  6,158	986,761	882,811
 50,920	  4,316	  6,158	986,799	882,815
 50,930	  4,319	  6,156	986,895	882,791
 50,940	  4,322	  6,152	986,800	882,791
 50,950	  4,321	  6,146	986,395	882,791
 50,960	  4,323	  6,148	986,588	882,791
 50,970	  4,323	  6,149	986,902	882,791
 50,980	  4,321	  6,143	986,919	882,791
 50,990	  4,322	  6,140	986,931	882,791
 51,000	  4,321	  6,138	986,489	882,791
 51,010	  4,317	  6,139	986,350	882,791
 51,020	  4,313	  6,144	986,361	882,814
 51,030	  4,321	  6,146	986,402	882,815
 51,040	  4,324	  6,150	986,650	882,815
 51,050	  4,323	  6,149	986,543	882,807
 51,060	  4,320	  6,148	986,325	882,791
 51,070	  4,315	  6,152	986,485	882,791
 51,080	  4,323	  6,153	986,633	882,791
 51,090	  4,324	  6,161	986,434	882,808
 51,100	  4,326	  6,162	986,353	882,815
 51,110	  4,324	  6,155	986,596	882,815
 51,120	  4,319	  6,155	986,605	882,813
 51,130	  4,323	  6,155	986,423	882,791
 51,140	  4,317	  6,149	986,400	882,791
 51,150	  4,320	  6,143	986,338	882,791
 51,160	  4,324	  6,145	986,372	882,791
 51,170	  4,323	  6,145	986,411	882,791
 51,180	  4,324	  6,138	986,362	882,807
 51,190	  4,322	  6,136	986,337	882,815
 51,200	  4,322	  6,140	986,420	882,815
 51,210	  4,322	  6,142	986,426	882,814
 51,220	  4,324	  6,149	986,216	882,791
 51,230	  4,322	  6,150	986,316	882,791
 51,240	  4,317	  6,151	986,648	882,791
 51,250	  4,317	  6,152	986,560	882,791
 51,260	  4,320	  6,153	986,438	882,791
 51,270	  4,324	  6,155	986,354	882,791
 51,280	  4,325	  6,156	986,301	882,791
 51,290	  4,321	  6,161	986,313	882,791
 51,300	  4,322	  6,160	986,315	882,791
 51,310	  4,321	  6,153	986,605	882,791
 51,320	  4,328	  6,152	986,525	882,791
 51,330	  4,317	  6,150	986,145	882,791
 51,340	  4,316	  6,146	986,187	882,791
 51,350	  4,323	  6,142	986,257	882,791
 51,360	  4,324	  6,143	986,110	882,791
 51,370	  4,320	  6,143	985,995	882,791
 51,380	  4,321	  6,133	986,449	882,791
 51,390	  4,320	  6,134	986,601	882,791
 51,400	  4,322	  6,143	986,306	882,791
 51,410	  4,325	  6,145	986,336	882,791
 51,420	  4,324	  6,149	986,658	882,791
 51,430	  4,323	  6,147	986,466	882,791
 51,440	  4,319	  6,144	986,057	882,791
 51,450	  4,315	  6,156	986,179	882,791
 51,460	  4,320	  6,161	986,295	882,791
 51,470	  4,323	  6,160	986,157	882,791
 51,480	  4,320	  6,160	986,098	882,791
 51,490	  4,319	  6,155	986,102	882,791
 51,500	  4,318	  6,154	986,125	882,791
 51,510	  4,322	  6,150	986,379	882,791
 51,520	  4,323	  6,148	986,281	882,791
 51,530	  4,320	  6,145	986,016	882,791
 51,540	  4,322	  6,143	986,155	882,791
 51,550	  4,325	  6,142	986,318	882,791
 51,560	  4,325	  6,142	986,340	882,791
 51,570	  4,317	  6,142	986,352	882,791
 51,580	  4,317	  6,141	986,298	882,791
 51,590	  4,319	  6,142	986,281	882,792
 51,600	  4,320	  6,148	986,051	882,815
 51,610	  4,321	  6,147	986,109	882,810
 51,620	  4,321	  6,145	986,317	882,791
 51,630	  4,319	  6,150	986,201	882,801
 51,640	  4,321	  6,153	986,033	882,815
 51,650	  4,322	  6,155	986,026	882,801
 51,660	  4,322	  6,156	986,022	882,791
 51,670	  4,322	  6,156	986,108	882,791
 51,680	  4,324	  6,156	986,131	882,791
 51,690	  4,321	  6,152	986,074	882,791
 51,700	  4,318	  6,153	986,076	882,791
 51,710	  4,321	  6,154	986,090	882,791
 51,720	  4,320	  6,147	986,078	882,782
 51,730	  4,319	  6,142	986,058	882,767
 51,740	  4,321	  6,141	986,173	882,780
 51,750	  4,321	  6,140	986,267	882,791
 51,760	  4,322	  6,133	986,453	882,773
 51,770	  4,322	  6,133	986,519	882,767
 51,780	  4,327	  6,142	986,073	882,789
 51,790	  4,324	  6,144	986,039	882,794
 51,800	  4,323	  6,148	986,038	882,815
 51,810	  4,321	  6,148	986,046	882,808
 51,820	  4,319	  6,148	986,064	882,791
 51,830	  4,320	  6,150	986,056	882,791
 51,840	  4,315	  6,151	986,047	882,791
 51,850	  4,323	  6,160	986,096	882,791
 51,860	  4,320	  6,161	986,118	882,791
 51,870	  4,327	  6,154	986,333	882,791
 51,880	  4,325	  6,152	986,341	882,793
 51,890	  4,317	  6,147	986,056	882,815
 51,900	  4,322	  6,148	986,045	882,809
 51,910	  4,325	  6,150	986,014	882,791
 51,920	  4,322	  6,146	985,969	882,791
 51,930	  4,317	  6,144	985,914	882,791
 51,940	  4,317	  6,136	985,886	882,791
 51,950	  4,322	  6,134	985,871	882,791
 51,960	  4,322	  6,142	986,041	882,791
 51,970	  4,321	  6,141	986,070	882,791
 51,980	  4,317	  6,138	985,801	882,791
 51,990	  4,320	  6,141	985,849	882,791
 52,000	  4,321	  6,146	986,031	882,791
 52,010	  4,321	  6,149	986,039	882,801
 52,020	  4,323	  6,151	986,053	882,815
 52,030	  4,323	  6,151	986,064	882,801
 52,040	  4,322	  6,151	986,071	882,791
 52,050	  4,320	  6,154	986,033	882,791
 52,060	  4,320	  6,154	986,023	882,791
 52,070	  4,320	  6,152	986,071	882,791
 52,080	  4,316	  6,151	985,972	882,791
 52,090	  4,324	  6,149	985,443	882,791
 52,100	  4,326	  6,147	985,649	882,800
 52,110	  4,325	  6,145	986,032	882,815
 52,120	  4,324	  6,142	986,206	882,802
 52,130	  4,319	  6,140	986,353	882,791
 52,140	  4,319	  6,135	985,865	882,791
 52,150	  4,322	  6,135	985,685	882,791
 52,160	  4,324	  6,138	985,793	882,791
 52,170	  4,321	  6,141	985,831	882,791
 52,180	  4,317	  6,149	986,058	882,791
 52,190	  4,321	  6,147	985,981	882,791
 52,200	  4,321	  6,146	985,800	882,791
 52,210	  4,319	  6,148	985,790	882,791
 52,220	  4,320	  6,150	985,780	882,791
 52,230	  4,324	  6,156	985,824	882,791
 52,240	  4,324	  6,156	985,845	882,791
 52,250	  4,322	  6,150	985,784	882,791
 52,260	  4,319	  6,150	985,795	882,791
 52,270	  4,318	  6,148	986,113	882,791
 52,280	  4,319	  6,145	986,068	882,791
 52,290	  4,320	  6,140	985,934	882,791
 52,300	  4,322	  6,141	985,862	882,791
 52,310	  4,320	  6,141	985,771	882,791
 52,320	  4,319	  6,139	985,776	882,791
 52,330	  4,327	  6,139	985,778	882,791
 52,340	  4,327	  6,137	986,140	882,791
 52,350	  4,320	  6,138	986,214	882,791
 52,360	  4,320	  6,142	985,643	882,791
 52,370	  4,319	  6,143	985,664	882,791
 52,380	  4,321	  6,144	985,748	882,791
 52,390	  4,318	  6,146	985,831	882,791
 52,400	  4,319	  6,148	985,960	882,791
 52,410	  4,317	  6,151	985,926	882,791
 52,420	  4,321	  6,152	985,901	882,791
 52,430	  4,330	  6,159	985,946	882,791
 52,440	  4,320	  6,159	985,959	882,791
 52,450	  4,319	  6,153	985,606	882,791
 52,460	  4,324	  6,150	985,662	882,791
 52,470	  4,321	  6,144	986,064	882,791
 52,480	  4,322	  6,143	985,924	882,791
 52,490	  4,323	  6,142	985,654	882,791
 52,500	  4,317	  6,138	985,611	882,791
 52,510	  4,318	  6,136	985,573	882,791
 52,520	  4,317	  6,136	985,708	882,791
 52,530	  4,318	  6,136	985,760	882,791
 52,540	  4,322	  6,134	985,770	882,791
 52,550	  4,321	  6,137	985,767	882,791
 52,560	  4,321	  6,145	985,731	882,791
 52,570	  4,323	  6,146	985,649	882,791
 52,580	  4,326	  6,148	985,446	882,791
 52,590	  4,321	  6,148	985,707	882,791
 52,600	  4,318	  6,149	985,989	882,791
 52,610	  4,318	  6,153	985,842	882,791
 52,620	  4,321	  6,153	985,770	882,791
 52,630	  4,323	  6,147	986,052	882,791
 52,640	  4,319	  6,147	986,078	882,791
 52,650	  4,319	  6,148	985,703	882,791
 52,660	  4,323	  6,147	985,715	882,791
 52,670	  4,325	  6,146	985,754	882,791
 52,680	  4,321	  6,142	985,786	882,791
 52,690	  4,321	  6,140	985,828	882,791
 52,700	  4,321	  6,132	985,776	882,806
 52,710	  4,320	  6,130	985,743	882,815
 52,720	  4,321	  6,135	985,766	882,796
 52,730	  4,322	  6,135	985,772	882,791
 52,740	  4,318	  6,138	985,767	882,791
 52,750	  4,323	  6,141	985,754	882,791
 52,760	  4,321	  6,146	985,700	882,791
 52,770	  4,318	  6,143	985,710	882,791
 52,780	  4,320	  6,141	985,727	882,791
 52,790	  4,324	  6,147	985,870	882,791
 52,800	  4,327	  6,149	985,979	882,791
 52,810	  4,321	  6,155	985,619	882,791
 52,820	  4,322	  6,155	985,505	882,791
 52,830	  4,318	  6,150	985,756	882,791
 52,840	  4,320	  6,148	985,812	882,791
 52,850	  4,319	  6,144	986,074	882,791
 52,860	  4,320	  6,142	985,956	882,799
 52,870	  4,324	  6,140	985,717	882,815
 52,880	  4,322	  6,139	985,772	882,803
 52,890	  4,322	  6,139	985,823	882,791
 52,900	  4,319	  6,131	985,673	882,774
 52,910	  4,320	  6,131	985,612	882,767
 52,920	  4,323	  6,136	985,908	882,789
 52,930	  4,323	  6,138	985,914	882,791
 52,940	  4,322	  6,144	985,635	882,791
 52,950	  4,317	  6,143	985,676	882,791
 52,960	  4,321	  6,142	985,781	882,791
 52,970	  4,319	  6,144	985,849	882,791
 52,980	  4,325	  6,145	985,926	882,791
 52,990	  4,323	  6,153	985,643	882,791
 53,000	  4,319	  6,154	985,498	882,791
 53,010	  4,326	  6,149	985,906	882,791
 53,020	  4,325	  6,148	985,968	882,791
 53,030	  4,325	  6,143	985,744	882,791
 53,040	  4,320	  6,143	985,804	882,791
 53,050	  4,321	  6,144	986,006	882,791
 53,060	  4,317	  6,143	985,935	882,791
 53,070	  4,316	  6,143	985,836	882,791
 53,080	  4,319	  6,135	985,609	882,791
 53,090	  4,316	  6,133	985,464	882,791
 53,100	  4,320	  6,138	985,718	882,791
 53,110	  4,326	  6,137	985,781	882,791
 53,120	  4,323	  6,136	985,756	882,791
 53,130	  4,320	  6,137	985,769	882,791
 53,140	  4,320	  6,140	985,830	882,791
 53,150	  4,324	  6,141	985,790	882,782
 53,160	  4,320	  6,142	985,723	882,767
 53,170	  4,322	  6,145	985,729	882,780
 53,180	  4,318	  6,147	985,734	882,791
 53,190	  4,317	  6,150	985,954	882,791
 53,200	  4,317	  6,151	986,027	882,791
 53,210	  4,318	  6,152	985,878	882,791
 53,220	  4,324	  6,149	985,865	882,791
 53,230	  4,326	  6,142	985,837	882,791
 53,240	  4,319	  6,140	985,822	882,791
 53,250	  4,323	  6,138	985,788	882,791
 53,260	  4,324	  6,139	985,782	882,791
 53,270	  4,322	  6,140	985,777	882,791
 53,280	  4,321	  6,135	985,812	882,791
 53,290	  4,317	  6,134	985,828	882,791
 53,300	  4,318	  6,134	985,764	882,791
 53,310	  4,320	  6,135	985,760	882,791
 53,320	  4,318	  6,138	985,807	882,791
 53,330	  4,322	  6,141	985,815	882,791
 53,340	  4,323	  6,144	985,838	882,791
 53,350	  4,322	  6,143	985,813	882,791
 53,360	  4,323	  6,143	985,784	882,791
 53,370	  4,322	  6,152	985,774	882,791
 53,380	  4,318	  6,153	985,769	882,791
 53,390	  4,320	  6,146	985,745	882,791
 53,400	  4,318	  6,146	985,740	882,791
 53,410	  4,322	  6,146	985,732	882,791
 53,420	  4,323	  6,144	985,732	882,791
 53,430	  4,318	  6,140	985,732	882,791
 53,440	  4,320	  6,140	985,713	882,791
 53,450	  4,324	  6,140	985,686	882,791
 53,460	  4,318	  6,135	985,755	882,791
 53,470	  4,325	  6,133	985,802	882,791
 53,480	  4,323	  6,131	985,519	882,791
 53,490	  4,329	  6,132	985,444	882,791
 53,500	  4,322	  6,134	985,781	882,791
 53,510	  4,314	  6,137	985,761	882,787
 53,520	  4,320	  6,143	985,631	882,767
 53,530	  4,320	  6,143	985,683	882,775
 53,540	  4,323	  6,143	985,774	882,791
 53,550	  4,319	  6,148	985,779	882,791
 53,560	  4,319	  6,151	985,782	882,791
 53,570	  4,322	  6,150	985,680	882,791
 53,580	  4,325	  6,150	985,644	882,791
 53,590	  4,321	  6,148	985,766	882,791
 53,600	  4,320	  6,146	985,772	882,791
 53,610	  4,323	  6,140	985,745	882,791
 53,620	  4,319	  6,139	985,734	882,799
 53,630	  4,321	  6,138	985,710	882,815
 53,640	  4,320	  6,137	985,647	882,803
 53,650	  4,322	  6,137	985,584	882,791
 53,660	  4,319	  6,133	985,916	882,791
 53,670	  4,321	  6,132	986,065	882,791
 53,680	  4,322	  6,133	985,501	882,791
 53,690	  4,323	  6,136	985,429	882,791
 53,700	  4,324	  6,142	985,493	882,791
 53,710	  4,324	  6,141	985,488	882,785
 53,720	  4,322	  6,140	985,474	882,767
 53,730	  4,319	  6,144	985,612	882,767
 53,740	  4,321	  6,146	985,781	882,767
 53,750	  4,317	  6,148	985,632	882,782
 53,760	  4,313	  6,149	985,548	882,791
 53,770	  4,321	  6,147	985,507	882,791
 53,780	  4,326	  6,146	985,505	882,791
 53,790	  4,322	  6,142	985,771	882,791
 53,800	  4,321	  6,141	985,720	882,791
 53,810	  4,324	  6,140	985,526	882,791
 53,820	  4,325	  6,140	985,534	882,791
 53,830	  4,324	  6,141	985,546	882,791
 53,840	  4,323	  6,136	985,497	882,791
 53,850	  4,319	  6,134	985,464	882,791
 53,860	  4,318	  6,129	985,736	882,791
 53,870	  4,315	  6,130	985,812	882,791
 53,880	  4,317	  6,134	985,769	882,791
 53,890	  4,321	  6,135	985,730	882,791
 53,900	  4,321	  6,137	985,531	882,791
 53,910	  4,324	  6,140	985,499	882,791
 53,920	  4,323	  6,142	985,439	882,791
 53,930	  4,326	  6,148	985,448	882,791
 53,940	  4,324	  6,150	985,455	882,791
 53,950	  4,326	  6,154	985,466	882,791
 53,960	  4,320	  6,154	985,470	882,791
 53,970	  4,316	  6,148	985,518	882,791
 53,980	  4,318	  6,146	985,523	882,791
 53,990	  4,316	  6,141	985,528	882,791
 54,000	  4,321	  6,139	985,525	882,798
 54,010	  4,320	  6,136	985,518	882,815
 54,020	  4,319	  6,133	985,623	882,791
 54,030	  4,324	  6,131	985,732	882,767
 54,040	  4,326	  6,128	985,605	882,783
 54,050	  4,327	  6,128	985,545	882,791
 54,060	  4,318	  6,132	985,459	882,791
 54,070	  4,319	  6,133	985,463	882,791
 54,080	  4,317	  6,137	985,714	882,791
 54,090	  4,320	  6,139	985,683	882,785
 54,100	  4,318	  6,142	985,589	882,767
 54,110	  4,319	  6,144	985,511	882,777
 54,120	  4,316	  6,145	985,413	882,791
 54,130	  4,323	  6,149	985,569	882,791
 54,140	  4,322	  6,150	985,661	882,791
 54,150	  4,323	  6,145	985,523	882,791
 54,160	  4,323	  6,145	985,494	882,791
 54,170	  4,325	  6,141	985,629	882,791
 54,180	  4,317	  6,140	985,622	882,791
 54,190	  4,321	  6,138	985,594	882,791
 54,200	  4,319	  6,138	985,526	882,781
 54,210	  4,317	  6,137	985,421	882,767
 54,220	  4,321	  6,132	985,542	882,781
 54,230	  4,323	  6,130	985,630	882,791
 54,240	  4,323	  6,127	985,645	882,791
 54,250	  4,323	  6,128	985,649	882,791
 54,260	  4,319	  6,133	985,418	882,791
 54,270	  4,320	  6,135	985,436	882,791
 54,280	  4,324	  6,139	985,587	882,791
 54,290	  4,324	  6,139	985,650	882,791
 54,300	  4,317	  6,140	985,773	882,791
 54,310	  4,317	  6,144	985,599	882,791
 54,320	  4,318	  6,146	985,445	882,791
 54,330	  4,323	  6,146	985,695	882,791
 54,340	  4,321	  6,146	985,793	882,791
 54,350	  4,318	  6,147	985,812	882,791
 54,360	  4,321	  6,145	985,779	882,791
 54,370	  4,320	  6,140	985,461	882,791
 54,380	  4,325	  6,138	985,481	882,791
 54,390	  4,323	  6,136	985,531	882,791
 54,400	  4,321	  6,130	985,504	882,791
 54,410	  4,321	  6,128	985,476	882,791
 54,420	  4,321	  6,121	985,661	882,791
 54,430	  4,319	  6,121	985,752	882,791
 54,440	  4,315	  6,133	985,758	882,791
 54,450	  4,315	  6,133	985,746	882,791
 54,460	  4,319	  6,133	985,498	882,791
 54,470	  4,323	  6,135	985,498	882,785
 54,480	  4,323	  6,137	985,497	882,767
 54,490	  4,325	  6,138	985,474	882,777
 54,500	  4,324	  6,139	985,442	882,791
 54,510	  4,322	  6,146	985,636	882,791
 54,520	  4,323	  6,147	985,755	882,791
 54,530	  4,318	  6,148	985,727	882,791
 54,540	  4,317	  6,147	985,720	882,791
 54,550	  4,317	  6,142	985,540	882,791
 54,560	  4,320	  6,141	985,538	882,791
 54,570	  4,319	  6,138	985,529	882,791
 54,580	  4,320	  6,136	985,424	882,791
 54,590	  4,320	  6,135	985,254	882,791
 54,600	  4,327	  6,128	985,497	882,791
 54,610	  4,327	  6,126	985,680	882,791
 54,620	  4,320	  6,130	985,767	882,791
 54,630	  4,322	  6,130	985,795	882,791
 54,640	  4,318	  6,130	985,540	882,791
 54,650	  4,324	  6,133	985,513	882,791
 54,660	  4,316	  6,139	985,435	882,791
 54,670	  4,314	  6,138	985,523	882,791
 54,680	  4,317	  6,137	985,701	882,791
 54,690	  4,322	  6,141	985,578	882,791
 54,700	  4,320	  6,142	985,464	882,791
 54,710	  4,322	  6,147	985,476	882,791
 54,720	  4,324	  6,147	985,481	882,791
 54,730	  4,326	  6,142	985,534	882,791
 54,740	  4,324	  6,143	985,533	882,791
 54,750	  4,320	  6,145	985,459	882,791
 54,760	  4,318	  6,140	985,443	882,791
 54,770	  4,316	  6,134	985,400	882,791
 54,780	  4,319	  6,134	985,488	882,780
 54,790	  4,316	  6,133	985,587	882,767
 54,800	  4,318	  6,129	985,570	882,783
 54,810	  4,321	  6,129	985,562	882,791
 54,820	  4,322	  6,130	985,395	882,791
 54,830	  4,319	  6,132	985,371	882,791
 54,840	  4,328	  6,138	985,488	882,791
 54,850	  4,325	  6,139	985,417	882,791
 54,860	  4,322	  6,140	985,182	882,791
 54,870	  4,317	  6,139	985,310	882,791
 54,880	  4,315	  6,138	985,486	882,791
 54,890	  4,320	  6,144	985,319	882,776
 54,900	  4,316	  6,146	985,212	882,767
 54,910	  4,316	  6,147	985,231	882,786
 54,920	  4,320	  6,146	985,235	882,791
 54,930	  4,324	  6,143	985,141	882,815
 54,940	  4,325	  6,141	985,094	882,811
 54,950	  4,321	  6,138	984,882	882,791
 54,960	  4,327	  6,133	984,973	882,791
 54,970	  4,323	  6,130	985,127	882,791
 54,980	  4,321	  6,130	985,165	882,791
 54,990	  4,319	  6,131	985,195	882,791
 55,000	  4,318	  6,123	985,370	882,791
 55,010	  4,318	  6,123	985,428	882,791
 55,020	  4,320	  6,131	985,236	882,791
 55,030	  4,318	  6,134	985,188	882,788
 55,040	  4,324	  6,140	984,945	882,767
 55,050	  4,322	  6,139	985,018	882,767
 55,060	  4,321	  6,137	985,173	882,767
 55,070	  4,321	  6,138	985,180	882,779
 55,080	  4,321	  6,138	985,186	882,791
 55,090	  4,322	  6,147	985,193	882,791
 55,100	  4,321	  6,148	985,196	882,791
 55,110	  4,321	  6,147	984,846	882,791
 55,120	  4,312	  6,143	984,834	882,789
 55,130	  4,315	  6,132	985,200	882,767
 55,140	  4,320	  6,133	985,139	882,773
 55,150	  4,322	  6,133	984,972	882,791
 55,160	  4,324	  6,134	984,873	882,791
 55,170	  4,320	  6,135	984,758	882,791
 55,180	  4,320	  6,133	985,044	882,775
 55,190	  4,320	  6,132	985,198	882,767
 55,200	  4,322	  6,123	985,180	882,787
 55,210	  4,323	  6,125	985,177	882,791
 55,220	  4,316	  6,132	985,190	882,791
 55,230	  4,319	  6,134	985,188	882,791
 55,240	  4,321	  6,137	985,179	882,791
 55,250	  4,319	  6,137	985,181	882,791
 55,260	  4,320	  6,138	985,185	882,791
 55,270	  4,322	  6,146	985,215	882,791
 55,280	  4,324	  6,148	985,236	882,791
 55,290	  4,327	  6,144	985,194	882,791
 55,300	  4,325	  6,144	985,183	882,791
 55,310	  4,322	  6,146	985,179	882,791
 55,320	  4,320	  6,143	985,175	882,791
 55,330	  4,319	  6,138	985,157	882,791
 55,340	  4,317	  6,137	985,112	882,791
 55,350	  4,318	  6,137	985,032	882,791
 55,360	  4,317	  6,130	985,082	882,791
 55,370	  4,319	  6,128	985,122	882,791
 55,380	  4,321	  6,124	984,997	882,791
 55,390	  4,322	  6,124	984,953	882,791
 55,400	  4,331	  6,127	985,163	882,791
 55,410	  4,322	  6,129	985,180	882,788
 55,420	  4,320	  6,134	985,194	882,767
 55,430	  4,322	  6,136	985,182	882,774
 55,440	  4,321	  6,139	985,154	882,791
 55,450	  4,317	  6,138	985,203	882,791
 55,460	  4,313	  6,137	985,252	882,791
 55,470	  4,320	  6,147	985,229	882,791
 55,480	  4,321	  6,148	985,218	882,791
 55,490	  4,322	  6,146	984,748	882,812
 55,500	  4,319	  6,143	984,721	882,812
 55,510	  4,319	  6,132	985,210	882,767
 55,520	  4,323	  6,136	985,192	882,773
 55,530	  4,326	  6,140	985,140	882,791
 55,540	  4,324	  6,135	985,191	882,791
 55,550	  4,322	  6,132	985,254	882,791
 55,560	  4,319	  6,127	985,202	882,775
 55,570	  4,319	  6,126	985,173	882,767
 55,580	  4,315	  6,131	984,948	882,787
 55,590	  4,320	  6,131	984,907	882,791
 55,600	  4,320	  6,134	985,189	882,791
 55,610	  4,321	  6,135	985,181	882,791
 55,620	  4,325	  6,136	985,153	882,791
 55,630	  4,325	  6,137	985,269	882,791
 55,640	  4,322	  6,137	985,444	882,791
 55,650	  4,321	  6,143	985,147	882,791
 55,660	  4,320	  6,145	984,940	882,791
 55,670	  4,325	  6,147	985,182	882,791
 55,680	  4,316	  6,146	985,250	882,791
 55,690	  4,317	  6,141	985,198	882,791
 55,700	  4,318	  6,139	985,198	882,791
 55,710	  4,322	  6,134	985,208	882,791
 55,720	  4,324	  6,135	985,154	882,791
 55,730	  4,322	  6,135	985,054	882,791
 55,740	  4,318	  6,127	985,195	882,791
 55,750	  4,324	  6,124	985,314	882,791
 55,760	  4,327	  6,122	985,207	882,791
 55,770	  4,319	  6,122	985,167	882,791
 55,780	  4,318	  6,124	984,883	882,791
 55,790	  4,322	  6,127	984,903	882,791
 55,800	  4,323	  6,134	985,263	882,791
 55,810	  4,317	  6,137	985,199	882,791
 55,820	  4,320	  6,139	985,050	882,791
 55,830	  4,318	  6,139	985,111	882,791
 55,840	  4,323	  6,139	985,174	882,791
 55,850	  4,327	  6,144	985,248	882,774
 55,860	  4,323	  6,145	985,282	882,767
 55,870	  4,321	  6,142	985,185	882,788
 55,880	  4,323	  6,141	985,156	882,791
 55,890	  4,319	  6,136	984,926	882,791
 55,900	  4,321	  6,135	984,999	882,791
 55,910	  4,319	  6,134	985,216	882,791
 55,920	  4,322	  6,130	985,190	882,791
 55,930	  4,322	  6,128	985,157	882,791
 55,940	  4,317	  6,123	985,013	882,791
 55,950	  4,326	  6,122	984,929	882,791
 55,960	  4,326	  6,124	985,421	882,791
 55,970	  4,321	  6,124	985,526	882,791
 55,980	  4,322	  6,127	985,249	882,767
 55,990	  4,324	  6,127	985,235	882,771
 56,000	  4,319	  6,127	985,180	882,791
 56,010	  4,323	  6,131	985,215	882,781
 56,020	  4,317	  6,133	985,270	882,767
 56,030	  4,320	  6,137	985,067	882,781
 56,040	  4,318	  6,138	984,919	882,791
 56,050	  4,321	  6,149	984,908	882,791
 56,060	  4,323	  6,148	984,905	882,791
 56,070	  4,324	  6,144	984,994	882,791
 56,080	  4,326	  6,140	984,988	882,791
 56,090	  4,323	  6,131	984,934	882,791
 56,100	  4,323	  6,134	984,838	882,783
 56,110	  4,323	  6,136	984,652	882,767
 56,120	  4,321	  6,130	984,810	882,780
 56,130	  4,317	  6,127	984,950	882,791
 56,140	  4,314	  6,125	984,905	882,791
 56,150	  4,321	  6,125	984,887	882,791
 56,160	  4,323	  6,124	984,918	882,791
 56,170	  4,322	  6,127	984,941	882,791
 56,180	  4,323	  6,134	985,122	882,791
 56,190	  4,322	  6,133	985,191	882,791
 56,200	  4,321	  6,133	985,361	882,791
 56,210	  4,322	  6,134	985,291	882,791
 56,220	  4,326	  6,135	985,215	882,791
 56,230	  4,321	  6,143	985,198	882,791
 56,240	  4,316	  6,144	985,190	882,791
 56,250	  4,317	  6,140	985,222	882,791
 56,260	  4,319	  6,139	985,224	882,791
 56,270	  4,321	  6,135	985,176	882,791
 56,280	  4,319	  6,134	985,114	882,791
 56,290	  4,322	  6,133	984,919	882,791
 56,300	  4,321	  6,133	985,031	882,791
 56,310	  4,327	  6,132	985,180	882,791
 56,320	  4,323	  6,126	985,220	882,791
 56,330	  4,317	  6,125	985,245	882,791
 56,340	  4,320	  6,123	985,218	882,791
 56,350	  4,322	  6,124	985,212	882,791
 56,360	  4,324	  6,129	985,149	882,791
 56,370	  4,313	  6,129	985,146	882,791
 56,380	  4,320	  6,131	985,133	882,791
 56,390	  4,324	  6,134	985,111	882,791
 56,400	  4,320	  6,137	985,075	882,791
 56,410	  4,322	  6,139	985,011	882,791
 56,420	  4,322	  6,140	984,963	882,791
 56,430	  4,320	  6,146	985,156	882,791
 56,440	  4,322	  6,145	985,217	882,791
 56,450	  4,325	  6,139	985,114	882,791
 56,460	  4,320	  6,136	985,106	882,791
 56,470	  4,322	  6,130	985,087	882,791
 56,480	  4,322	  6,130	985,011	882,791
 56,490	  4,314	  6,130	984,856	882,791
 56,500	  4,317	  6,127	985,133	882,791
 56,510	  4,320	  6,126	985,387	882,791
 56,520	  4,320	  6,121	985,096	882,774
 56,530	  4,319	  6,121	984,977	882,767
 56,540	  4,323	  6,125	985,107	882,789
 56,550	  4,329	  6,127	985,123	882,791
 56,560	  4,320	  6,132	985,136	882,791
 56,570	  4,317	  6,132	985,129	882,784
 56,580	  4,315	  6,132	985,112	882,767
 56,590	  4,322	  6,135	985,186	882,778
 56,600	  4,320	  6,136	985,269	882,791
 56,610	  4,319	  6,144	985,224	882,791
 56,620	  4,314	  6,145	985,201	882,791
 56,630	  4,318	  6,142	985,210	882,791
 56,640	  4,327	  6,140	985,208	882,790
 56,650	  4,323	  6,133	985,121	882,767
